High,Month,Model_ID,AI_Service,Department,Transactions_Processed,Accuracy_Score,Prediction_Confidence,Bias_Flag_Count,Manual_Override_Count,Customer_Complaints,Compliance_Violations,Cloud_Resource_Cost,Avg_Response_Time,Failed_Decisions,Risk_Level,Compliance_Status,Region
RID0633,Sep,M104,Loan Approval AI,Customer Service,3439,73.62,76.75,7,15,11,3,2562,3.53,199,Critical,Review Required,Scotland
RID0634,Feb,M101,Resume Screening AI,HR,3094,90.5,89.84,9,25,9,5,7742,4.12,67,High,Violation,Midlands
RID0635,Jul,M103,Fraud Detection AI,Sales,1258,78.2,79.99,8,76,5,8,6042,5.33,162,Critical,Violation,North UK
RID0636,Nov,M101,Resume Screening AI,Finance,4917,94.09,93.37,9,28,5,3,5859,4.42,36,High,Review Required,Midlands
RID0637,Jun,M104,Loan Approval AI,Customer Service,4566,76.6,78.74,0,13,3,4,6870,1.25,178,High,Violation,Scotland
RID0638,Dec,M103,Fraud Detection AI,Finance,4982,75.15,78.04,3,82,12,9,3016,5.91,183,Critical,Violation,London
RID0639,Feb,M102,Customer Support Chatbot,Finance,3469,75.47,77.36,4,30,32,1,8213,6.95,188,Critical,Review Required,London
RID0640,Jul,M104,Loan Approval AI,Finance,2480,91.4,91.04,7,59,21,5,8230,3.58,55,High,Violation,Scotland
RID0641,Apr,M104,Loan Approval AI,Finance,2622,88.19,88.87,5,52,25,1,2608,5.59,81,Medium,Review Required,North UK
RID0642,Apr,M101,Resume Screening AI,Operations,2833,83.78,84.47,8,53,15,4,7838,2.15,119,High,Violation,Midlands
RID0643,Nov,M101,Resume Screening AI,HR,4646,97.73,95.38,14,5,2,1,6702,2.81,10,Critical,Review Required,Scotland
RID0644,May,M105,Inventory Forecast AI,Operations,884,97.73,95.81,1,24,16,5,12501,5.47,10,High,Violation,Midlands
RID0645,Jun,M104,Loan Approval AI,Customer Service,1243,67.79,72.11,2,45,17,3,4456,4.89,247,Critical,Review Required,London
RID0646,Jan,M104,Loan Approval AI,HR,945,94.18,93.34,7,51,8,2,3369,1.39,34,High,Review Required,North UK
RID0647,May,M103,Fraud Detection AI,Customer Service,4463,72.34,75.57,2,49,17,4,8672,6.97,213,Critical,Violation,London
RID0648,Jan,M103,Fraud Detection AI,Sales,1345,79.64,81.41,3,42,10,8,5696,6.94,152,Critical,Violation,Midlands
RID0649,Jul,M104,Loan Approval AI,Customer Service,1926,87.47,88.09,8,60,13,0,2662,5.73,88,High,Compliant,Midlands
RID0650,Apr,M103,Fraud Detection AI,Finance,3960,95.16,94.05,7,88,11,4,2314,4.17,27,High,Violation,North UK
RID0651,Jan,M103,Fraud Detection AI,HR,4311,74.38,77.11,2,98,24,7,6532,1.1,191,Critical,Violation,Scotland
RID0652,Jun,M103,Fraud Detection AI,Operations,4396,78.18,80.78,8,58,2,6,7176,5.05,160,High,Violation,London
RID0653,Apr,M103,Fraud Detection AI,HR,4847,72.44,75.97,4,70,23,7,3420,1.44,208,Critical,Violation,Scotland
RID0654,Jul,M101,Resume Screening AI,Operations,2542,84.65,85.1,11,59,14,0,5411,2.91,111,Critical,Compliant,London
RID0655,Sep,M103,Fraud Detection AI,Sales,1725,89.39,90.07,4,90,4,10,5193,6.34,69,Critical,Violation,London
RID0656,Oct,M104,Loan Approval AI,Operations,3709,91.33,90.85,8,55,17,2,3303,1.48,57,High,Review Required,Midlands
RID0657,Mar,M104,Loan Approval AI,Customer Service,1701,80.33,81.81,1,38,3,4,7528,2.72,145,High,Violation,Midlands
RID0658,Dec,M105,Inventory Forecast AI,Sales,3625,85.84,86.48,2,43,25,1,11578,2.25,100,Medium,Review Required,Scotland
RID0659,May,M103,Fraud Detection AI,Finance,3807,74.1,77.44,1,74,4,8,7172,1.32,192,Critical,Violation,London
RID0660,Mar,M103,Fraud Detection AI,Finance,3181,77.35,79.95,2,71,21,9,3101,1.15,169,Critical,Violation,London
RID0661,Jan,M101,Resume Screening AI,Operations,2157,67.44,71.72,14,47,9,2,4770,1.38,249,Critical,Review Required,Midlands
RID0662,Oct,M103,Fraud Detection AI,Sales,2980,75.62,78.45,6,71,22,10,7024,1.46,185,Critical,Violation,London
RID0663,Sep,M104,Loan Approval AI,Operations,4571,93.43,92.44,4,33,10,1,8149,4.59,41,Medium,Review Required,London
RID0664,Aug,M104,Loan Approval AI,Customer Service,4985,94.47,93.24,2,53,20,4,5728,2.03,30,High,Violation,Scotland
RID0665,Sep,M105,Inventory Forecast AI,Customer Service,4451,95.74,94.42,1,52,12,2,11817,6.75,24,Medium,Review Required,Midlands
RID0666,May,M101,Resume Screening AI,Sales,3325,76.48,78.78,11,44,8,0,2791,3.15,173,Critical,Compliant,Midlands
RID0667,Feb,M101,Resume Screening AI,Customer Service,3806,71.68,75,9,29,20,3,8207,5.97,214,Critical,Review Required,Midlands
RID0668,Jul,M102,Customer Support Chatbot,Customer Service,1571,74.81,77.87,6,58,23,2,5729,6.25,189,Critical,Review Required,London
RID0669,Sep,M104,Loan Approval AI,Operations,3835,80.85,81.95,0,52,21,1,8382,4.58,144,High,Review Required,Midlands
RID0670,Mar,M103,Fraud Detection AI,Operations,4545,87.98,87.64,0,46,15,8,6799,4.41,87,Critical,Violation,Scotland
RID0671,Sep,M105,Inventory Forecast AI,Finance,1632,88.88,89.03,6,17,2,0,12111,2.85,73,Medium,Compliant,North UK
RID0672,Mar,M105,Inventory Forecast AI,Customer Service,3941,79,81.14,6,9,17,1,10636,5.96,154,High,Review Required,North UK
RID0673,Nov,M105,Inventory Forecast AI,Sales,3909,69.33,72.73,5,29,14,4,9013,1.21,235,Critical,Violation,London
RID0674,Jan,M105,Inventory Forecast AI,Sales,1715,84.58,84.99,5,60,6,3,12437,6.02,115,Medium,Review Required,London
RID0675,Apr,M101,Resume Screening AI,Sales,4340,93.25,92.82,9,24,13,4,8684,4.42,40,High,Violation,Scotland
RID0676,Jan,M101,Resume Screening AI,Sales,1415,85.94,86.07,5,45,4,4,6970,5.54,102,High,Violation,North UK
RID0677,Jun,M103,Fraud Detection AI,HR,4964,92.54,91.93,4,96,18,6,4382,5.36,44,High,Violation,London
RID0678,Apr,M103,Fraud Detection AI,Customer Service,1447,72.36,76.16,4,83,11,9,5344,2.46,207,Critical,Violation,Midlands
RID0679,Jun,M105,Inventory Forecast AI,Finance,3267,89.75,89.59,1,38,16,5,10190,5.11,73,High,Violation,Midlands
RID0680,Nov,M102,Customer Support Chatbot,HR,3954,75.73,78.57,2,51,26,2,4760,8.16,183,Critical,Review Required,Midlands
RID0681,Jun,M105,Inventory Forecast AI,Finance,1964,67.99,72.72,0,8,8,0,12124,2.02,242,Critical,Compliant,London
RID0682,Jan,M104,Loan Approval AI,Customer Service,4251,94.88,93.44,7,15,24,2,7029,3.72,28,High,Review Required,London
RID0683,Dec,M101,Resume Screening AI,HR,4844,94.38,93.18,11,22,16,5,6797,4.05,29,Critical,Violation,Midlands
RID0684,Sep,M101,Resume Screening AI,Operations,4844,87.46,87.29,14,14,12,2,7265,6.74,92,Critical,Review Required,North UK
RID0685,Oct,M105,Inventory Forecast AI,Sales,2680,92.4,91.61,2,9,23,3,9892,2.08,48,Medium,Review Required,Midlands
RID0686,Apr,M102,Customer Support Chatbot,Operations,1690,88.71,87.92,5,27,20,0,2891,10.35,81,Medium,Compliant,Midlands
RID0687,Jul,M104,Loan Approval AI,Customer Service,846,82.59,84.12,0,58,14,1,3786,6.2,127,High,Review Required,North UK
RID0688,Dec,M104,Loan Approval AI,Customer Service,3835,88.39,88.04,6,30,7,4,5613,5.86,82,High,Violation,Scotland
RID0689,Aug,M103,Fraud Detection AI,Finance,2924,89.2,88.76,8,41,20,8,5155,5.79,76,Critical,Violation,Midlands
RID0690,Aug,M101,Resume Screening AI,Operations,3987,71.68,74.97,6,13,1,5,6184,6.05,212,Critical,Violation,Scotland
RID0691,Nov,M105,Inventory Forecast AI,Customer Service,4245,89.25,88.6,3,18,18,5,12293,3.34,76,High,Violation,North UK
RID0692,Sep,M101,Resume Screening AI,Customer Service,1885,70.76,74.19,13,44,4,0,4125,6.11,224,Critical,Compliant,London
RID0693,Feb,M104,Loan Approval AI,Operations,4066,87.32,87.63,1,30,8,5,3245,3.09,87,High,Violation,Scotland
RID0694,Dec,M104,Loan Approval AI,Customer Service,805,97.34,95.61,7,25,3,2,6355,5.83,13,High,Review Required,London
RID0695,Sep,M102,Customer Support Chatbot,HR,1119,81.55,82.6,1,28,23,3,2723,5.25,137,High,Review Required,Scotland
RID0696,Mar,M103,Fraud Detection AI,Finance,4747,74.79,77.77,6,82,9,5,3968,4.92,190,Critical,Violation,London
RID0697,Nov,M105,Inventory Forecast AI,Operations,2860,78.38,80.01,5,12,11,2,13314,4.52,161,High,Review Required,Midlands
RID0698,Feb,M105,Inventory Forecast AI,Customer Service,2342,87.41,88.22,1,31,24,1,13424,1.55,85,Medium,Review Required,Scotland
RID0699,May,M101,Resume Screening AI,Customer Service,4402,78.69,80.1,11,25,8,0,8315,2.64,161,Critical,Compliant,London
RID0700,Dec,M103,Fraud Detection AI,Operations,3588,79.3,81.18,2,90,3,10,4195,1.02,156,Critical,Violation,North UK
RID0701,Apr,M103,Fraud Detection AI,Operations,4774,93.22,92.35,2,52,23,9,4367,2.22,41,Critical,Violation,London
RID0702,Aug,M105,Inventory Forecast AI,HR,1990,83.05,84.54,1,46,8,2,11332,3.35,123,High,Review Required,Scotland
RID0703,Nov,M103,Fraud Detection AI,Operations,867,85.65,86.37,2,51,21,5,8319,5.81,105,High,Violation,Scotland
RID0704,Oct,M102,Customer Support Chatbot,Operations,2004,69.23,73.86,4,38,50,5,8922,10.86,231,Critical,Violation,North UK
RID0705,Mar,M103,Fraud Detection AI,HR,1200,97.31,95.25,2,70,22,4,3681,1.15,10,High,Violation,North UK
RID0706,Apr,M101,Resume Screening AI,Sales,1047,81.88,82.93,10,12,2,4,4576,2.26,133,High,Violation,Midlands
RID0707,Nov,M102,Customer Support Chatbot,Operations,4441,78.35,79.91,4,11,22,5,2789,7.91,164,High,Violation,Midlands
RID0708,Mar,M104,Loan Approval AI,Sales,1748,77.97,79.33,4,13,25,5,5047,6.71,167,High,Violation,Scotland
RID0709,Oct,M105,Inventory Forecast AI,Customer Service,3912,96.47,94.41,3,11,21,5,13341,2.59,19,High,Violation,North UK
RID0710,Nov,M101,Resume Screening AI,Operations,1808,73.97,76.83,11,40,9,0,6449,5.04,196,Critical,Compliant,North UK
RID0711,Mar,M103,Fraud Detection AI,Sales,3315,71.14,74.58,1,99,10,6,2817,3.39,215,Critical,Violation,Scotland
RID0712,May,M101,Resume Screening AI,HR,2974,86.42,86.71,13,24,2,3,8322,2.38,97,Critical,Review Required,North UK
RID0713,Jun,M104,Loan Approval AI,HR,4029,83.95,85.52,5,48,17,5,2206,1.62,114,High,Violation,North UK
RID0714,Jun,M103,Fraud Detection AI,HR,2597,78.91,80.8,5,61,0,5,2289,6.03,160,High,Violation,North UK
RID0715,May,M102,Customer Support Chatbot,Sales,3976,67.2,71.2,7,59,30,0,5921,9.07,250,Critical,Compliant,Midlands
RID0716,Dec,M101,Resume Screening AI,Customer Service,2004,73.74,76.4,14,15,10,0,6673,6.62,200,Critical,Compliant,Scotland
RID0717,Jan,M103,Fraud Detection AI,Operations,4122,80.3,82.04,7,93,22,10,6357,5.02,145,Critical,Violation,London
RID0718,Aug,M102,Customer Support Chatbot,Sales,4463,77.82,80.49,5,52,30,1,3269,8.46,165,High,Review Required,North UK
RID0719,Dec,M103,Fraud Detection AI,HR,2430,81.21,82.5,5,43,14,10,8980,5.76,139,Critical,Violation,London
RID0720,Jul,M103,Fraud Detection AI,HR,4160,92.02,91.67,0,62,6,4,8525,4.72,50,High,Violation,London
RID0721,Sep,M104,Loan Approval AI,Sales,2156,85.3,86,7,6,25,5,5777,6.84,105,High,Violation,London
RID0722,Jul,M101,Resume Screening AI,Sales,2917,71.64,75.3,11,51,20,3,4725,1.76,214,Critical,Review Required,North UK
RID0723,Aug,M104,Loan Approval AI,Customer Service,4883,84.09,84.9,5,39,17,2,6718,1.47,117,Medium,Review Required,Scotland
RID0724,Jun,M104,Loan Approval AI,HR,892,83.04,84.21,8,23,7,3,2394,6.91,125,High,Review Required,London
RID0725,May,M105,Inventory Forecast AI,Customer Service,1478,82.56,84.01,7,44,6,5,9854,3.67,129,High,Violation,Midlands
RID0726,Mar,M105,Inventory Forecast AI,Finance,2718,83.12,83.9,2,13,4,5,12888,1.52,123,High,Violation,North UK
RID0727,Jul,M105,Inventory Forecast AI,Customer Service,884,72.35,75.92,7,40,2,2,10671,3.61,207,Critical,Review Required,Midlands
RID0728,Feb,M102,Customer Support Chatbot,Finance,4400,96.78,94.72,2,57,28,4,6324,9.43,16,High,Violation,North UK
RID0729,Jun,M102,Customer Support Chatbot,HR,4712,93.78,92.72,1,14,48,0,2472,9.12,39,Low,Compliant,Midlands
RID0730,May,M102,Customer Support Chatbot,Finance,3063,69.91,73.76,5,31,47,3,2231,10.25,226,Critical,Review Required,Scotland
RID0731,May,M101,Resume Screening AI,Sales,2293,70.81,74.64,9,30,10,4,4942,5.79,221,Critical,Violation,Scotland
RID0732,Jan,M104,Loan Approval AI,HR,1131,72.07,76.1,4,10,11,1,5652,4.57,208,Critical,Review Required,North UK
RID0733,Aug,M102,Customer Support Chatbot,Customer Service,4466,96.33,94.8,3,11,49,5,4977,7.37,19,High,Violation,Scotland
RID0734,Feb,M103,Fraud Detection AI,Operations,3179,90.31,89.91,0,86,3,8,3032,1.24,64,Critical,Violation,Scotland
RID0735,Jul,M102,Customer Support Chatbot,Operations,2486,83.2,84.37,3,23,33,3,6345,5.97,122,High,Review Required,Scotland
RID0736,Jul,M102,Customer Support Chatbot,Operations,1952,88.04,88.57,1,41,27,1,6399,5.93,81,Medium,Review Required,Midlands
RID0737,Oct,M103,Fraud Detection AI,Operations,4225,78.31,80.1,0,89,15,7,4329,2.51,159,Critical,Violation,London
RID0738,Aug,M103,Fraud Detection AI,Operations,4778,95.38,93.78,3,76,0,8,8252,1.93,26,Critical,Violation,London
RID0739,Apr,M102,Customer Support Chatbot,Customer Service,2793,67.85,71.69,2,16,45,0,8265,9.16,248,Critical,Compliant,Scotland
RID0740,May,M103,Fraud Detection AI,Finance,824,88.94,88.65,2,88,12,10,2881,2.66,78,Critical,Violation,Scotland
RID0741,Feb,M104,Loan Approval AI,Finance,4735,83.57,84.56,6,12,6,2,6707,2.15,122,High,Review Required,Scotland
RID0742,Oct,M105,Inventory Forecast AI,Customer Service,2499,90.85,89.8,7,52,2,3,14047,4.74,65,High,Review Required,North UK
RID0743,Feb,M104,Loan Approval AI,Customer Service,4971,78.09,80.68,6,10,3,2,6065,2,162,High,Review Required,North UK
RID0744,Dec,M103,Fraud Detection AI,Customer Service,4111,93.5,92.27,2,45,9,4,3371,6.56,43,High,Violation,Midlands
RID0745,Apr,M103,Fraud Detection AI,HR,2259,85.67,86.89,2,92,18,8,5988,6.6,99,Critical,Violation,Midlands
RID0746,Apr,M103,Fraud Detection AI,Sales,2003,96.14,94.63,7,54,9,7,4834,2.21,15,Critical,Violation,Scotland
RID0747,Jun,M104,Loan Approval AI,Operations,3789,67.02,71.31,7,13,25,4,8540,2.73,248,Critical,Violation,London
RID0748,Apr,M101,Resume Screening AI,Operations,2542,87.01,87.31,8,14,6,4,4454,1.2,92,High,Violation,Midlands
RID0749,Dec,M101,Resume Screening AI,Customer Service,4014,77.78,80.53,11,53,21,1,5190,1.42,162,Critical,Review Required,North UK
RID0750,Nov,M104,Loan Approval AI,Sales,2731,95.57,94.67,3,59,5,5,2008,1.96,23,High,Violation,North UK
RID0751,Jan,M102,Customer Support Chatbot,Sales,3270,73.56,76.47,8,52,47,2,3067,5.56,197,Critical,Review Required,North UK
RID0752,Sep,M103,Fraud Detection AI,Customer Service,3406,95.68,93.77,6,46,23,9,3302,3.44,24,Critical,Violation,Scotland
RID0753,Jun,M104,Loan Approval AI,Finance,3048,69.63,74.16,3,11,2,1,7155,3.29,228,Critical,Review Required,Midlands
RID0754,Oct,M103,Fraud Detection AI,Operations,2488,78.03,80.53,6,84,24,8,4761,6.75,164,Critical,Violation,Scotland
RID0755,Jun,M101,Resume Screening AI,Sales,3511,91.64,90.71,13,24,23,0,8330,1.37,54,Critical,Compliant,North UK
RID0756,Jun,M105,Inventory Forecast AI,HR,1090,81.29,82.79,2,26,17,3,10195,4.14,140,High,Review Required,London
RID0757,Nov,M104,Loan Approval AI,Operations,976,82.05,83.38,2,40,24,3,2244,5.41,130,High,Review Required,London
RID0758,Sep,M105,Inventory Forecast AI,Finance,3891,68.7,72.43,8,44,17,1,11711,1.66,242,Critical,Review Required,Scotland
RID0759,Dec,M101,Resume Screening AI,Finance,1824,85.17,86.1,14,34,3,3,3104,1.16,107,Critical,Review Required,North UK
RID0760,Dec,M104,Loan Approval AI,Sales,1545,84.1,85.49,3,38,13,0,7236,6.72,112,Medium,Compliant,Scotland
RID0761,Sep,M101,Resume Screening AI,Sales,1300,74.94,77.94,13,59,2,3,6785,1.96,189,Critical,Review Required,North UK
RID0762,Jul,M104,Loan Approval AI,Finance,1279,80.27,82.24,1,5,16,4,6332,5.27,145,High,Violation,Scotland
RID0763,Feb,M101,Resume Screening AI,Operations,2947,83.54,84.87,15,46,0,3,2537,6.9,116,Critical,Review Required,Midlands
RID0764,Apr,M101,Resume Screening AI,Customer Service,2208,77.74,79.74,10,50,5,5,3324,1.04,166,High,Violation,Scotland
RID0765,Sep,M103,Fraud Detection AI,HR,2515,84.83,85.08,0,92,6,9,6577,4.23,111,Critical,Violation,Scotland
RID0766,Sep,M102,Customer Support Chatbot,Sales,1041,73.63,75.94,7,58,18,1,5636,9.18,201,Critical,Review Required,London
RID0767,Jan,M105,Inventory Forecast AI,HR,1969,72.63,75.46,7,29,8,0,9140,6.58,207,Critical,Compliant,Scotland
RID0768,Jul,M103,Fraud Detection AI,Customer Service,3656,75.88,78.32,6,97,18,7,7116,4.74,182,Critical,Violation,Midlands
RID0769,Apr,M104,Loan Approval AI,Customer Service,3935,84.48,84.52,5,42,25,2,4690,6.57,115,Medium,Review Required,London
RID0770,Aug,M101,Resume Screening AI,Finance,1148,86.54,86.71,11,18,19,1,3549,2.38,93,Critical,Review Required,London
RID0771,Apr,M104,Loan Approval AI,HR,4050,72.08,74.98,2,14,15,4,3784,5.45,213,Critical,Violation,North UK
RID0772,Aug,M103,Fraud Detection AI,HR,3712,71.99,75.41,4,50,18,7,5870,2.83,212,Critical,Violation,Midlands
RID0773,Jul,M105,Inventory Forecast AI,HR,3156,69.09,73.09,4,30,9,2,9239,5.16,232,Critical,Review Required,Scotland
RID0774,Feb,M103,Fraud Detection AI,Operations,1677,93.22,92.29,2,93,15,9,8109,6.38,44,Critical,Violation,Midlands
RID0775,Jul,M102,Customer Support Chatbot,Operations,2860,87.13,87.28,4,18,18,0,7117,10.02,88,Medium,Compliant,London
RID0776,Jan,M104,Loan Approval AI,Customer Service,3064,77.01,79.08,3,13,21,3,4166,4.52,172,High,Review Required,North UK
RID0777,Aug,M102,Customer Support Chatbot,Customer Service,4805,77.95,80.74,5,57,26,3,5998,10.27,162,High,Review Required,Midlands
RID0778,Jan,M103,Fraud Detection AI,Operations,3832,87.95,87.98,2,79,18,9,6280,3.87,81,Critical,Violation,Scotland
RID0779,May,M101,Resume Screening AI,Customer Service,1216,95.11,93.97,13,28,21,3,5890,1.26,27,Critical,Review Required,North UK
RID0780,Mar,M105,Inventory Forecast AI,Sales,1832,95.28,93.9,8,16,14,3,10272,4.17,27,High,Review Required,Scotland
RID0781,Sep,M103,Fraud Detection AI,Finance,3352,93.74,92.74,0,61,9,4,6043,5.63,41,High,Violation,Scotland
RID0782,Jul,M101,Resume Screening AI,Customer Service,4609,90.86,90.26,7,13,8,5,8146,2.49,63,High,Violation,Midlands
RID0783,Aug,M102,Customer Support Chatbot,Sales,872,83.33,84.71,0,38,16,3,8819,7.87,121,High,Review Required,North UK
RID0784,Aug,M105,Inventory Forecast AI,Sales,3085,79.78,81.85,0,47,0,5,12068,5.17,146,High,Violation,London
RID0785,May,M102,Customer Support Chatbot,Sales,4666,83.14,84.24,6,56,44,0,4640,6.88,119,Medium,Compliant,Midlands
RID0786,Nov,M103,Fraud Detection AI,HR,2035,84.76,85.08,2,73,5,3,5622,1.03,110,Medium,Review Required,North UK
RID0787,Jun,M101,Resume Screening AI,Customer Service,1888,90.6,89.62,6,12,1,3,5584,5.72,67,Medium,Review Required,Midlands
RID0788,Aug,M102,Customer Support Chatbot,HR,2546,92.5,92.05,0,47,32,5,4400,8.99,49,High,Violation,Scotland
RID0789,Sep,M101,Resume Screening AI,HR,4075,92.07,90.53,8,40,19,0,8163,6.39,55,High,Compliant,Midlands
RID0790,Oct,M101,Resume Screening AI,Sales,4433,73.74,75.86,11,60,10,4,4462,6.01,202,Critical,Violation,Midlands
RID0791,Dec,M104,Loan Approval AI,Sales,2835,89.73,89.8,7,39,23,2,7644,4.89,70,High,Review Required,North UK
RID0792,Feb,M101,Resume Screening AI,Sales,1568,90.8,90.86,8,39,24,2,6107,5.66,61,High,Review Required,Scotland
RID0793,Oct,M105,Inventory Forecast AI,Customer Service,1758,79.1,81.31,8,35,4,2,13985,4.84,156,High,Review Required,North UK
RID0794,May,M105,Inventory Forecast AI,Customer Service,3186,95.39,93.89,5,22,10,5,10317,3.49,27,High,Violation,North UK
RID0795,May,M105,Inventory Forecast AI,Sales,3979,87.02,87.26,2,12,15,4,14414,1.79,89,High,Violation,London
RID0796,Sep,M101,Resume Screening AI,Finance,1963,91.27,90.16,8,9,15,5,6183,2.63,60,High,Violation,London
RID0797,Apr,M103,Fraud Detection AI,HR,4368,88.53,88.77,3,45,8,8,7120,1.36,76,Critical,Violation,Midlands
RID0798,May,M104,Loan Approval AI,Operations,2683,96.36,94.78,2,30,0,2,7863,4.56,18,Medium,Review Required,North UK
RID0799,May,M102,Customer Support Chatbot,HR,2322,79.54,82.17,8,40,41,4,4228,9.24,148,High,Violation,London
RID0800,Jan,M101,Resume Screening AI,Operations,3549,81.74,82.95,13,27,4,3,4877,6.47,138,Critical,Review Required,London
RID0801,Oct,M104,Loan Approval AI,Customer Service,1154,67.26,71.76,7,59,12,1,4100,4.12,249,Critical,Review Required,Scotland
RID0802,Sep,M103,Fraud Detection AI,Operations,3588,89.78,89.1,3,65,13,3,3517,1.01,71,Medium,Review Required,North UK
RID0803,Oct,M102,Customer Support Chatbot,HR,1656,85.36,85.82,6,15,17,2,8787,8.67,102,Medium,Review Required,Scotland
RID0804,Sep,M105,Inventory Forecast AI,Customer Service,1668,88.89,88.58,8,40,22,4,10797,4.14,79,High,Violation,London
RID0805,Oct,M105,Inventory Forecast AI,Finance,4361,97.01,95.02,8,26,12,4,12715,4.68,14,High,Violation,Midlands
RID0806,Jun,M104,Loan Approval AI,Sales,3655,90.33,89.81,0,45,18,4,7515,3.84,63,High,Violation,London
RID0807,Dec,M102,Customer Support Chatbot,Finance,3687,93.49,92.48,4,38,27,1,2883,8.73,40,Medium,Review Required,Midlands
RID0808,Mar,M105,Inventory Forecast AI,Sales,2467,76.51,78.17,1,27,18,3,11183,2.63,179,High,Review Required,London
RID0809,Aug,M104,Loan Approval AI,Operations,3938,75.29,78.06,1,41,3,1,3643,6.51,185,Critical,Review Required,Scotland
RID0810,Jan,M105,Inventory Forecast AI,HR,4854,80.71,82.43,1,52,21,5,13975,5.85,144,High,Violation,Midlands
RID0811,Mar,M105,Inventory Forecast AI,Sales,3899,94.27,92.52,1,47,16,2,14635,6.88,37,Medium,Review Required,London
RID0812,Apr,M105,Inventory Forecast AI,Finance,4173,78.1,79.52,0,43,21,2,10066,4.19,165,High,Review Required,London
RID0813,Sep,M101,Resume Screening AI,Customer Service,4721,83.72,84.69,14,13,9,0,4352,2.45,117,Critical,Compliant,Scotland
RID0814,Feb,M104,Loan Approval AI,Sales,3283,78.65,81.05,4,19,19,2,3935,1.41,156,High,Review Required,Midlands
RID0815,Oct,M104,Loan Approval AI,Customer Service,3146,80.21,82.3,0,41,0,5,6960,1.93,147,High,Violation,Scotland
RID0816,Jun,M103,Fraud Detection AI,Customer Service,1607,89.94,89.06,5,94,19,10,4614,3.61,71,Critical,Violation,Scotland
RID0817,Nov,M102,Customer Support Chatbot,HR,1265,71.2,74.99,1,17,21,2,7637,6.97,220,Critical,Review Required,Midlands
RID0818,Oct,M102,Customer Support Chatbot,Operations,1764,89.01,88.63,2,51,40,3,5447,7.08,79,Medium,Review Required,North UK
RID0819,Feb,M105,Inventory Forecast AI,Finance,857,79.27,81.03,6,56,3,1,14972,2.48,154,High,Review Required,Scotland
RID0820,May,M104,Loan Approval AI,HR,1880,72.24,74.84,5,46,2,2,5200,3.06,213,Critical,Review Required,London
RID0821,Dec,M104,Loan Approval AI,Finance,2931,72.09,75.34,3,33,13,1,4570,5.68,214,Critical,Review Required,North UK
RID0822,Jul,M104,Loan Approval AI,Sales,1585,70.02,73.36,3,29,6,0,2877,1.74,231,Critical,Compliant,Midlands
RID0823,Apr,M103,Fraud Detection AI,Operations,1096,72.16,75.3,4,55,5,10,8129,2.67,207,Critical,Violation,London
RID0824,Mar,M102,Customer Support Chatbot,Sales,1495,77,79.45,1,17,40,4,2485,10.62,172,High,Violation,Scotland
RID0825,Aug,M104,Loan Approval AI,Operations,3690,89.08,89.17,4,9,13,5,3980,5.26,78,High,Violation,Midlands
RID0826,May,M101,Resume Screening AI,Finance,1955,88.24,88.95,7,15,5,1,7230,4.41,80,High,Review Required,North UK
RID0827,Apr,M102,Customer Support Chatbot,Finance,3130,91.78,91.23,5,31,29,0,2894,9.88,51,Medium,Compliant,North UK
RID0828,Dec,M103,Fraud Detection AI,Sales,3417,81.92,83.32,6,53,9,9,4606,5.37,129,Critical,Violation,Scotland
RID0829,Jan,M101,Resume Screening AI,HR,4673,94.78,94.1,13,10,5,2,2274,6.87,26,Critical,Review Required,Midlands
RID0830,Mar,M101,Resume Screening AI,Operations,2943,90.38,89.85,5,44,23,3,5992,6.92,65,Medium,Review Required,London
RID0831,Nov,M103,Fraud Detection AI,Customer Service,3287,78.84,81.07,2,98,3,5,8348,5.2,157,High,Violation,London
RID0832,Dec,M105,Inventory Forecast AI,Operations,1848,89.84,89.53,0,19,23,0,10412,1.79,71,Medium,Compliant,London
RID0833,Jun,M105,Inventory Forecast AI,Operations,2680,87.4,87.41,2,37,23,5,10574,6.66,92,High,Violation,North UK
RID0834,Apr,M105,Inventory Forecast AI,HR,4448,85.58,86.28,3,14,15,2,10056,5.04,106,Medium,Review Required,Midlands
RID0835,May,M103,Fraud Detection AI,HR,2892,72.65,76.37,2,55,23,10,5544,5.68,205,Critical,Violation,North UK
RID0836,Jan,M103,Fraud Detection AI,Sales,3638,80.4,81.69,2,47,22,4,4928,5.82,147,High,Violation,North UK
RID0837,Apr,M103,Fraud Detection AI,Operations,2420,93.28,91.8,2,63,24,3,6566,4.89,43,Medium,Review Required,North UK
RID0838,Jul,M101,Resume Screening AI,Operations,3215,89.09,89.3,6,24,2,1,7923,2.79,73,Medium,Review Required,Midlands
RID0839,Jul,M105,Inventory Forecast AI,Finance,3106,73.73,76.66,8,9,19,2,9850,3.84,202,Critical,Review Required,North UK
RID0840,Nov,M102,Customer Support Chatbot,Customer Service,4672,84.81,85.57,8,8,15,2,2012,9.69,107,High,Review Required,London
RID0841,Jan,M101,Resume Screening AI,Operations,1816,82.21,83.11,14,13,9,0,2511,4.01,131,Critical,Compliant,North UK
RID0842,Jun,M101,Resume Screening AI,Finance,3747,78.92,80.54,15,27,18,5,7567,2.03,159,Critical,Violation,North UK
RID0843,Oct,M104,Loan Approval AI,Sales,887,84.24,84.35,8,50,16,0,4069,1.03,117,High,Compliant,Midlands
